Наименование;Код роли
Пункт отгрузки D370 Ведение ;ZUSD03X_VST_D370_CR 
Пункт отгрузки D370 Просмотр ;ZUSD03X_VST_D370_VW 
Пункт отгрузки D380 Ведение ;ZUSD03X_VST_D380_CR 
Пункт отгрузки D380 Просмотр ;ZUSD03X_VST_D380_VW 
Пункт отгрузки D400 Ведение ;ZUSD03X_VST_D400_CR 
Пункт отгрузки D400 Просмотр ;ZUSD03X_VST_D400_VW 
Пункт отгрузки D401 Ведение ;ZUSD03X_VST_D401_CR 
Пункт отгрузки D401 Просмотр ;ZUSD03X_VST_D401_VW 
Пункт отгрузки D402 Ведение ;ZUSD03X_VST_D402_CR 
Пункт отгрузки D402 Просмотр ;ZUSD03X_VST_D402_VW 
Пункт отгрузки D403 Ведение ;ZUSD03X_VST_D403_CR 
Пункт отгрузки D403 Просмотр ;ZUSD03X_VST_D403_VW 
Пункт отгрузки D404 Ведение ;ZUSD03X_VST_D404_CR 
Пункт отгрузки D404 Просмотр ;ZUSD03X_VST_D404_VW 
Пункт отгрузки D405 Ведение ;ZUSD03X_VST_D405_CR 
Пункт отгрузки D405 Просмотр ;ZUSD03X_VST_D405_VW 
Пункт отгрузки D406 Ведение ;ZUSD03X_VST_D406_CR 
Пункт отгрузки D406 Просмотр ;ZUSD03X_VST_D406_VW 
Пункт отгрузки D407 Ведение ;ZUSD03X_VST_D407_CR 
Пункт отгрузки D407 Просмотр ;ZUSD03X_VST_D407_VW 
Пункт отгрузки D408 Ведение ;ZUSD03X_VST_D408_CR 
Пункт отгрузки D408 Просмотр ;ZUSD03X_VST_D408_VW 
Пункт отгрузки D409 Ведение ;ZUSD03X_VST_D409_CR 
Пункт отгрузки D409 Просмотр ;ZUSD03X_VST_D409_VW 
Пункт отгрузки D410 Ведение ;ZUSD03X_VST_D410_CR 
Пункт отгрузки D410 Просмотр ;ZUSD03X_VST_D410_VW 
Пункт отгрузки D411 Ведение ;ZUSD03X_VST_D411_CR 
Пункт отгрузки D411 Просмотр ;ZUSD03X_VST_D411_VW 
Пункт отгрузки D412 Ведение ;ZUSD03X_VST_D412_CR 
Пункт отгрузки D412 Просмотр ;ZUSD03X_VST_D412_VW 
Пункт отгрузки D413 Ведение ;ZUSD03X_VST_D413_CR 
Пункт отгрузки D413 Просмотр ;ZUSD03X_VST_D413_VW 
Пункт отгрузки D415 Ведение ;ZUSD03X_VST_D415_CR 
Пункт отгрузки D415 Просмотр ;ZUSD03X_VST_D415_VW 
Пункт отгрузки D416 Ведение ;ZUSD03X_VST_D416_CR 
Пункт отгрузки D416 Просмотр ;ZUSD03X_VST_D416_VW 
Пункт отгрузки D418 Ведение ;ZUSD03X_VST_D418_CR 
Пункт отгрузки D418 Просмотр ;ZUSD03X_VST_D418_VW 
Пункт отгрузки D419 Ведение ;ZUSD03X_VST_D419_CR 
Пункт отгрузки D419 Просмотр ;ZUSD03X_VST_D419_VW 
Пункт отгрузки D420 Ведение ;ZUSD03X_VST_D420_CR 
Пункт отгрузки D420 Просмотр ;ZUSD03X_VST_D420_VW 
Пункт отгрузки D430 Ведение ;ZUSD03X_VST_D430_CR 
Пункт отгрузки D430 Просмотр ;ZUSD03X_VST_D430_VW 
Пункт отгрузки D440 Ведение ;ZUSD03X_VST_D440_CR 
Пункт отгрузки D440 Просмотр ;ZUSD03X_VST_D440_VW 
Пункт отгрузки D461 Ведение ;ZUSD03X_VST_D461_CR 
Пункт отгрузки D461 Просмотр ;ZUSD03X_VST_D461_VW 
Пункт отгрузки DXXX Ведение ;ZUSD03X_VST_DXXX_CR 
Пункт отгрузки DXXX Просмотр ;ZUSD03X_VST_DXXX_VW 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Апатитская ТЭЦ Инж. ОППР ;ZUPM021_WKS_D461_PLN_172 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Апатитская ТЭЦ Нач. АРС ;ZUPM021_WKS_D461_PLN_141 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Апатитская ТЭЦ Нач. АТЦ ;ZUPM021_WKS_D461_PLN_131 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Апатитская ТЭЦ Нач. КЦ ;ZUPM021_WKS_D461_PLN_011 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Апатитская ТЭЦ Нач. ТТЦ ;ZUPM021_WKS_D461_PLN_111 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Апатитская ТЭЦ Нач. ТЦ ;ZUPM021_WKS_D461_PLN_021 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Апатитская ТЭЦ Нач. ХЦ ;ZUPM021_WKS_D461_PLN_081 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Апатитская ТЭЦ Нач. ЦТАИ ;ZUPM021_WKS_D461_PLN_101 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Апатитская ТЭЦ Нач. ЭТЛ ЭЦ ;ZUPM021_WKS_D461_PLN_063 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Апатитская ТЭЦ Нач. ЭЦ ;ZUPM021_WKS_D461_PLN_061 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Апатитская ТЭЦ Нач.СЛиОП ;ZUPM021_WKS_D461_PLN_093 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. ГЭС 13 Нарвская Мастер ГТУ ;ZUPM021_WKS_D213_PLN_601 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. ГЭС 13 Нарвская Мастер МУ ;ZUPM021_WKS_D213_PLN_701 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. ГЭС 13 Нарвская Нач. АТУ ;ZUPM021_WKS_D213_PLN_131 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. ГЭС 13 Нарвская Нач. ЭТУ ;ZUPM021_WKS_D213_PLN_401 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Вуокс. ГЭС Мастер ГТУ Каскада;ZUPM021_WKS_D230_PLN_601 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Вуокс. ГЭС Нач. ЭТЛ Каскада ;ZUPM021_WKS_D230_PLN_501 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Вуоксинских ГЭС Механик АТУ ;ZUPM021_WKS_D230_PLN_131 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Вуоксинских ГЭС Нач. ГЭС-10 ;ZUPM021_WKS_D230_PLN_401 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Вуоксинских ГЭС Нач. ГЭС-11 ;ZUPM021_WKS_D230_PLN_411 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Выгских ГЭС Инж. ПТО ;ZUPM021_WKS_D330_PLN_241 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Выгских ГЭС Нач. АТУ ;ZUPM021_WKS_D330_PLN_131 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Выгских ГЭС Нач. ГЭС-3 ;ZUPM021_WKS_D330_PLN_231 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Выгских ГЭС Нач. ГЭС-5 ;ZUPM021_WKS_D330_PLN_251 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Выгских ГЭС Нач. ГЭС-6 ;ZUPM021_WKS_D330_PLN_261 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Выгских ГЭС Нач. ГЭС-7 ;ZUPM021_WKS_D330_PLN_271 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Выгских ГЭС Нач. ОМТС ;ZUPM021_WKS_D330_PLN_281 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Выгских ГЭС Нач. ЭТЛ ;ZUPM021_WKS_D330_PLN_501 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Кемс. ГЭС Инж. ОЭиР ГЭС-10 ;ZUPM021_WKS_D340_PLN_261 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Кемс. ГЭС Инж. ОЭиР ГЭС-14 ;ZUPM021_WKS_D340_PLN_271 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Кемс. ГЭС Инж. ОЭиР ГЭС-16 ;ZUPM021_WKS_D340_PLN_283 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Кемс. ГЭС Инж. ОЭиР ГЭС-9 ;ZUPM021_WKS_D340_PLN_251 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Кемс. ГЭС Инж. по РЗА ГЭС-14 ;ZUPM021_WKS_D340_PLN_502 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Кемс. ГЭС Нач. АТУ ;ZUPM021_WKS_D340_PLN_131 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Кемс. ГЭС Нач. ЭТЛ ;ZUPM021_WKS_D340_PLN_501 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Ладожс. ГЭС Инж. ЭТЛ ГЭС-12 ;ZUPM021_WKS_D220_PLN_531 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Ладожс. ГЭС Инж. ЭТЛ ГЭС-6 ;ZUPM021_WKS_D220_PLN_511 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Ладожс. ГЭС Инж. ЭТЛ ГЭС-9 ;ZUPM021_WKS_D220_PLN_521 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Ладожс. ГЭС Мастер ГТУ ГЭС-12;ZUPM021_WKS_D220_PLN_631 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Ладожс. ГЭС Мастер ГТУ ГЭС-6 ;ZUPM021_WKS_D220_PLN_611 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Ладожс. ГЭС Мастер ГТУ ГЭС-9 ;ZUPM021_WKS_D220_PLN_621 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Ладожс. ГЭС Мастер ТУ ГЭС-12 ;ZUPM021_WKS_D220_PLN_711 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Ладожс. ГЭС Мастер ТУ ГЭС-6 ;ZUPM021_WKS_D220_PLN_311 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Ладожс. ГЭС Мастер ТУ ГЭС-9 ;ZUPM021_WKS_D220_PLN_702 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Ладожс. ГЭС Мастер ЭУ ГЭС-12 ;ZUPM021_WKS_D220_PLN_431 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Ладожс. ГЭС Мастер ЭУ ГЭС-6 ;ZUPM021_WKS_D220_PLN_411 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Ладожс. ГЭС Мастер ЭУ ГЭС-9 ;ZUPM021_WKS_D220_PLN_421 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Ладожс. ГЭС Нач. АТУ ;ZUPM021_WKS_D220_PLN_131 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Нивских ГЭС Нач. АТУ ;ZUPM021_WKS_D420_PLN_131 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Нивских ГЭС Нач. ГТЦ ;ZUPM021_WKS_D420_PLN_601 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Нивских ГЭС Нач. ГЭС-1,2 ;ZUPM021_WKS_D420_PLN_801 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Нивских ГЭС Нач. ГЭС-11 ;ZUPM021_WKS_D420_PLN_831 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Нивских ГЭС Нач. ГЭС-3 ;ZUPM021_WKS_D420_PLN_811 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Нивских ГЭС Нач. ГЭС-9,10 ;ZUPM021_WKS_D420_PLN_821 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Нивских ГЭС Нач. ЭТЛ ;ZUPM021_WKS_D420_PLN_901 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Пазских ГЭС Нач. АТУ ;ZUPM021_WKS_D430_PLN_131 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Пазских ГЭС Нач. ГТЦ ;ZUPM021_WKS_D430_PLN_601 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Пазских ГЭС Нач. ГЭС-4,5 ;ZUPM021_WKS_D430_PLN_451 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Пазских ГЭС Нач. ГЭС-8 ;ZUPM021_WKS_D430_PLN_211 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Пазских ГЭС Нач. ЭМЦ ГЭС-6,7 ;ZUPM021_WKS_D430_PLN_701 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Пазских ГЭС Нач. ЭТЛ ;ZUPM021_WKS_D430_PLN_501 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Сунских ГЭС Механик АТУ ;ZUPM021_WKS_D350_PLN_131 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Сунских ГЭС Нач. группы МГЭС ;ZUPM021_WKS_D350_PLN_201 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Сунских ГЭС Нач. ГЭС-1 ;ZUPM021_WKS_D350_PLN_181 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Сунских ГЭС Нач. ГЭС-2 ;ZUPM021_WKS_D350_PLN_191 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Тулом.-Серебрян. ГЭС Нач. АТЦ;ZUPM021_WKS_D440_PLN_131 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Тулом.-Серебрян. ГЭС Нач. ГТЦ;ZUPM021_WKS_D440_PLN_601 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Тулом.-Серебрян.ГЭС Нач.ЭМЦ-1;ZUPM021_WKS_D440_PLN_701 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Тулом.-Серебрян.ГЭС Нач.ЭМЦ-2;ZUPM021_WKS_D440_PLN_711 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Тулом.-Серебрян.ГЭС Нач.ЭМЦ-3;ZUPM021_WKS_D440_PLN_721 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Каскад Тулом.-Серебрян.ГЭСНач.сл.РЗА;ZUPM021_WKS_D440_PLN_051 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Петрозавод. ТЭЦ Зам. нач. КТЦ КО ;ZUPM021_WKS_D361_PLN_013 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Петрозавод. ТЭЦ Зам. нач. КТЦ ТО ;ZUPM021_WKS_D361_PLN_014 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Петрозавод. ТЭЦ Зам. нач. ХЦ ;ZUPM021_WKS_D361_PLN_082 
Роль-полн.вед.,согл.заказ.ТОРО, план.сообщ. Петрозавод. ТЭЦ Зам. нач. ЦТАИ ;ZUPM021_WKS_D361_PLN_102 
